time,3074（YDC-1000型kN）力值曲线,3074（YDC-1000型kN）位移曲线
2024-08-29 13:28:51,225.65,0.99
2024-08-29 13:28:52,246.78,1.71
2024-08-29 13:28:53,268.91,2.99
2024-08-29 13:28:54,291.35,4.26
2024-08-29 13:28:55,321.51,5.51
2024-08-29 13:28:56,340.17,6.76
2024-08-29 13:28:57,338.67,7.19
2024-08-29 13:28:58,349.95,7.40
2024-08-29 13:28:59,375.79,8.52
2024-08-29 13:29:00,404.33,9.90
2024-08-29 13:29:01,434.89,11.32
2024-08-29 13:29:02,443.59,12.20
2024-08-29 13:29:03,476.39,13.29
2024-08-29 13:29:04,507.28,14.67
2024-08-29 13:29:05,521.24,15.43
2024-08-29 13:29:06,550.29,16.64
2024-08-29 13:29:07,575.50,17.93
2024-08-29 13:29:08,583.97,18.43
2024-08-29 13:29:09,595.88,19.26
2024-08-29 13:29:10,610.43,19.70
2024-08-29 13:29:11,615.59,20.43
2024-08-29 13:29:12,622.48,20.63
2024-08-29 13:29:13,616.45,20.63
2024-08-29 13:29:14,616.45,20.63
2024-08-29 13:29:15,615.59,20.63
2024-08-29 13:29:16,616.45,20.63
2024-08-29 13:29:17,615.59,20.63
2024-08-29 13:29:18,614.73,20.63
2024-08-29 13:29:19,611.29,20.63
2024-08-29 13:29:20,607.00,20.63
2024-08-29 13:29:21,610.43,20.63
2024-08-29 13:29:22,607.86,20.63
2024-08-29 13:29:23,610.43,20.63
2024-08-29 13:29:24,610.43,20.63
2024-08-29 13:29:25,606.14,20.63
2024-08-29 13:29:26,609.57,20.63
2024-08-29 13:29:27,608.71,20.63
2024-08-29 13:29:28,608.71,20.63
2024-08-29 13:29:29,607.86,20.63
2024-08-29 13:29:30,606.14,20.63
2024-08-29 13:29:31,606.14,20.63
2024-08-29 13:29:32,603.57,20.63
2024-08-29 13:29:33,604.43,20.63
2024-08-29 13:29:34,603.57,20.63
2024-08-29 13:29:35,606.14,20.63
2024-08-29 13:29:36,605.29,20.63
2024-08-29 13:29:37,602.72,20.63
2024-08-29 13:29:38,602.72,20.63
2024-08-29 13:29:39,604.43,20.63
2024-08-29 13:29:40,604.43,20.63
2024-08-29 13:29:41,498.29,19.46
2024-08-29 13:29:42,300.86,15.12
2024-08-29 13:29:43,43.06,8.15
2024-08-29 13:29:44,36.98,8.15
2024-08-29 13:29:45,31.53,8.15
2024-08-29 13:29:46,24.92,8.15
2024-08-29 13:29:47,20.13,8.15
2024-08-29 13:29:48,17.14,8.15
2024-08-29 13:29:49,14.76,8.15
2024-08-29 13:29:50,14.17,8.15
2024-08-29 13:29:51,12.98,8.15
2024-08-29 13:29:52,12.39,8.15
