time,3074（YDC1200-200型kN）力值曲线,3074（YDC1200-200型kN）位移曲线
2024-09-09 04:15:30,179.51,0.99
2024-09-09 04:15:31,203.43,2.94
2024-09-09 04:15:32,229.15,4.64
2024-09-09 04:15:33,256.02,6.22
2024-09-09 04:15:34,286.26,8.26
2024-09-09 04:15:35,311.15,8.79
2024-09-09 04:15:36,337.92,9.74
2024-09-09 04:15:37,362.82,10.64
2024-09-09 04:15:38,395.02,11.84
2024-09-09 04:15:39,402.00,12.93
2024-09-09 04:15:40,453.94,14.41
2024-09-09 04:15:41,463.53,15.53
2024-09-09 04:15:42,501.55,16.59
2024-09-09 04:15:43,517.95,17.73
2024-09-09 04:15:44,536.96,18.28
2024-09-09 04:15:45,558.66,19.07
2024-09-09 04:15:46,561.18,20.04
2024-09-09 04:15:47,561.18,20.04
2024-09-09 04:15:48,560.34,20.04
2024-09-09 04:15:49,558.66,20.04
2024-09-09 04:15:50,555.31,20.04
2024-09-09 04:15:51,555.31,20.04
2024-09-09 04:15:52,555.31,20.04
2024-09-09 04:15:53,555.31,20.04
2024-09-09 04:15:54,554.47,20.04
2024-09-09 04:15:55,551.96,20.04
2024-09-09 04:15:56,552.80,20.04
2024-09-09 04:15:57,551.96,20.04
2024-09-09 04:15:58,551.96,20.04
2024-09-09 04:15:59,551.96,20.04
2024-09-09 04:16:00,551.13,20.04
2024-09-09 04:16:01,551.13,20.04
2024-09-09 04:16:02,548.62,20.04
2024-09-09 04:16:03,547.79,20.04
2024-09-09 04:16:04,548.62,20.04
2024-09-09 04:16:05,546.95,20.04
2024-09-09 04:16:06,548.62,20.04
2024-09-09 04:16:07,547.79,20.04
2024-09-09 04:16:08,544.45,20.04
2024-09-09 04:16:09,545.28,20.04
2024-09-09 04:16:10,543.62,20.04
2024-09-09 04:16:11,547.79,20.04
2024-09-09 04:16:12,541.95,20.04
2024-09-09 04:16:13,542.79,20.04
2024-09-09 04:16:14,545.28,20.04
2024-09-09 04:16:15,545.28,20.04
2024-09-09 04:16:16,543.62,20.04
2024-09-09 04:16:17,545.28,20.04
2024-09-09 04:16:18,545.28,20.04
2024-09-09 04:16:19,541.95,20.04
2024-09-09 04:16:20,544.45,20.04
2024-09-09 04:16:21,544.45,20.04
2024-09-09 04:16:22,543.62,20.04
2024-09-09 04:16:23,544.45,20.04
2024-09-09 04:16:24,543.62,20.04
2024-09-09 04:16:25,541.95,20.04
2024-09-09 04:16:26,540.29,20.04
2024-09-09 04:16:27,541.95,20.04
2024-09-09 04:16:28,541.95,20.04
2024-09-09 04:16:29,542.79,20.04
2024-09-09 04:16:30,542.79,20.04
2024-09-09 04:16:31,541.95,20.04
2024-09-09 04:16:32,541.95,20.04
2024-09-09 04:16:33,541.12,20.04
2024-09-09 04:16:34,541.95,20.04
2024-09-09 04:16:35,540.29,20.04
2024-09-09 04:16:36,540.29,20.04
2024-09-09 04:16:37,541.95,20.04
2024-09-09 04:16:38,539.46,20.04
2024-09-09 04:16:39,540.29,20.04
