time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-29 22:27:27,261.04,0.99
2024-08-29 22:27:28,297.71,2.10
2024-08-29 22:27:29,320.42,3.16
2024-08-29 22:27:30,335.97,4.20
2024-08-29 22:27:31,337.46,5.24
2024-08-29 22:27:32,366.75,6.22
2024-08-29 22:27:33,401.93,7.24
2024-08-29 22:27:34,419.78,8.20
2024-08-29 22:27:35,424.46,9.11
2024-08-29 22:27:36,444.89,10.06
2024-08-29 22:27:37,484.78,11.00
2024-08-29 22:27:38,500.97,11.89
2024-08-29 22:27:39,506.66,12.72
2024-08-29 22:27:40,532.07,13.59
2024-08-29 22:27:41,572.86,14.46
2024-08-29 22:27:42,588.04,15.28
2024-08-29 22:27:43,587.20,16.08
2024-08-29 22:27:44,623.87,16.89
2024-08-29 22:27:45,635.07,17.58
2024-08-29 22:27:46,631.62,17.58
2024-08-29 22:27:47,629.03,17.58
2024-08-29 22:27:48,625.59,17.58
2024-08-29 22:27:49,625.59,17.58
2024-08-29 22:27:50,622.15,17.58
2024-08-29 22:27:51,625.59,17.58
2024-08-29 22:27:52,625.59,17.58
2024-08-29 22:27:53,623.01,17.58
2024-08-29 22:27:54,623.87,17.58
2024-08-29 22:27:55,621.29,17.58
2024-08-29 22:27:56,620.43,17.58
2024-08-29 22:27:57,622.15,17.58
2024-08-29 22:27:58,617.86,17.58
2024-08-29 22:27:59,620.43,17.58
2024-08-29 22:28:00,621.29,17.58
2024-08-29 22:28:01,619.57,17.58
2024-08-29 22:28:02,616.14,17.58
2024-08-29 22:28:03,618.71,17.58
2024-08-29 22:28:04,617.86,17.58
2024-08-29 22:28:05,617.86,17.58
2024-08-29 22:28:06,617.00,17.58
2024-08-29 22:28:07,617.00,17.58
2024-08-29 22:28:08,617.86,17.58
2024-08-29 22:28:09,616.14,17.58
2024-08-29 22:28:10,615.29,17.58
2024-08-29 22:28:11,615.29,17.58
2024-08-29 22:28:12,611.01,17.58
2024-08-29 22:28:13,614.43,17.58
2024-08-29 22:28:14,614.43,17.58
2024-08-29 22:28:15,613.57,17.58
2024-08-29 22:28:16,614.43,17.58
2024-08-29 22:28:17,614.43,17.58
2024-08-29 22:28:18,611.01,17.58
2024-08-29 22:28:19,609.30,17.58
2024-08-29 22:28:20,608.44,17.58
2024-08-29 22:28:21,611.86,17.58
2024-08-29 22:28:22,612.72,17.58
2024-08-29 22:28:23,611.01,17.58
2024-08-29 22:28:24,609.30,17.58
2024-08-29 22:28:25,611.01,17.58
2024-08-29 22:28:26,606.74,17.58
2024-08-29 22:28:27,611.86,17.58
2024-08-29 22:28:28,611.01,17.58
2024-08-29 22:28:29,611.01,17.58
2024-08-29 22:28:30,611.01,17.58
2024-08-29 22:28:31,607.59,17.58
2024-08-29 22:28:32,610.15,17.58
2024-08-29 22:28:33,607.59,17.58
2024-08-29 22:28:34,606.74,17.58
2024-08-29 22:28:35,611.01,17.58
2024-08-29 22:28:36,610.15,17.58
2024-08-29 22:28:37,610.15,17.58
2024-08-29 22:28:38,607.59,17.58
2024-08-29 22:28:39,605.88,17.58
2024-08-29 22:28:40,607.59,17.58
2024-08-29 22:28:41,610.15,17.58
2024-08-29 22:28:42,607.59,17.58
2024-08-29 22:28:43,607.59,17.58
2024-08-29 22:28:44,607.59,17.58
2024-08-29 22:28:45,607.59,17.58
2024-08-29 22:28:46,604.18,17.58
2024-08-29 22:28:47,607.59,17.58
2024-08-29 22:28:48,607.59,17.58
2024-08-29 22:28:49,607.59,17.58
2024-08-29 22:28:50,605.88,17.58
2024-08-29 22:28:51,604.18,17.58
2024-08-29 22:28:52,601.62,17.58
2024-08-29 22:28:53,604.18,17.58
2024-08-29 22:28:54,606.74,17.58
2024-08-29 22:28:55,604.18,17.58
2024-08-29 22:28:56,606.74,17.58
2024-08-29 22:28:57,600.77,17.58
2024-08-29 22:28:58,601.62,17.58
2024-08-29 22:28:59,606.74,17.58
2024-08-29 22:29:00,605.03,17.58
2024-08-29 22:29:01,605.88,17.58
2024-08-29 22:29:02,604.18,17.58
2024-08-29 22:29:03,604.18,17.58
2024-08-29 22:29:04,605.03,17.58
2024-08-29 22:29:05,605.03,17.58
2024-08-29 22:29:06,604.18,17.58
2024-08-29 22:29:07,602.47,17.58
2024-08-29 22:29:08,600.77,17.58
2024-08-29 22:29:09,601.62,17.58
2024-08-29 22:29:10,603.33,17.58
2024-08-29 22:29:11,605.03,17.58
2024-08-29 22:29:12,604.18,17.58
2024-08-29 22:29:13,604.18,17.58
2024-08-29 22:29:14,600.77,17.58
2024-08-29 22:29:15,604.18,17.58
2024-08-29 22:29:16,604.18,17.58
2024-08-29 22:29:17,604.18,17.58
2024-08-29 22:29:18,599.92,17.58
2024-08-29 22:29:19,603.33,17.58
2024-08-29 22:29:20,597.37,17.58
2024-08-29 22:29:21,603.33,17.58
2024-08-29 22:29:22,603.33,17.58
2024-08-29 22:29:23,603.33,17.58
2024-08-29 22:29:24,604.18,17.58
2024-08-29 22:29:25,601.62,17.58
2024-08-29 22:29:26,603.33,17.58
2024-08-29 22:29:27,602.47,17.58
2024-08-29 22:29:28,600.77,17.58
2024-08-29 22:29:29,599.92,17.58
2024-08-29 22:29:30,599.92,17.58
2024-08-29 22:29:31,599.92,17.58
2024-08-29 22:29:32,602.47,17.58
2024-08-29 22:29:33,597.37,17.58
2024-08-29 22:29:34,602.47,17.58
2024-08-29 22:29:35,600.77,17.58
2024-08-29 22:29:36,600.77,17.58
2024-08-29 22:29:37,601.62,17.58
2024-08-29 22:29:38,600.77,17.58
2024-08-29 22:29:39,601.62,17.58
2024-08-29 22:29:40,600.77,17.58
2024-08-29 22:29:41,600.77,17.58
2024-08-29 22:29:42,600.77,17.58
2024-08-29 22:29:43,598.22,17.58
2024-08-29 22:29:44,599.07,17.58
2024-08-29 22:29:45,599.07,17.58
2024-08-29 22:29:46,600.77,17.58
2024-08-29 22:29:47,597.37,17.58
2024-08-29 22:29:48,599.92,17.58
2024-08-29 22:29:49,597.37,17.58
2024-08-29 22:29:50,599.07,17.58
2024-08-29 22:29:51,595.67,17.58
2024-08-29 22:29:52,599.92,17.58
2024-08-29 22:29:53,600.77,17.58
2024-08-29 22:29:54,598.22,17.58
2024-08-29 22:29:55,496.91,16.69
2024-08-29 22:29:56,42.14,7.24
2024-08-29 22:29:57,34.92,7.24
2024-08-29 22:29:58,30.13,7.24
2024-08-29 22:29:59,27.14,7.24
2024-08-29 22:30:00,25.36,7.24
2024-08-29 22:30:01,25.36,7.24
2024-08-29 22:30:02,27.14,7.24
2024-08-29 22:30:03,25.95,7.24
2024-08-29 22:30:04,25.36,7.24
2024-08-29 22:30:05,24.76,7.24
