time,3072（YDC1200-200型kN）力值曲线,3072（YDC1200-200型kN）位移曲线
2024-09-10 02:57:48,129.85,1.55
2024-09-10 02:57:49,160.31,3.21
2024-09-10 02:57:50,189.17,4.86
2024-09-10 02:57:51,219.29,6.43
2024-09-10 02:57:52,247.69,8.04
2024-09-10 02:57:53,281.92,9.59
2024-09-10 02:57:54,314.46,11.11
2024-09-10 02:57:55,350.75,12.56
2024-09-10 02:57:56,386.91,14.05
2024-09-10 02:57:57,418.77,15.48
2024-09-10 02:57:58,416.30,16.69
2024-09-10 02:57:59,486.52,17.88
2024-09-10 02:58:00,525.07,19.21
2024-09-10 02:58:01,546.77,20.19
2024-09-10 02:58:02,589.88,21.50
2024-09-10 02:58:03,622.05,22.79
2024-09-10 02:58:04,665.59,24.07
2024-09-10 02:58:05,641.91,25.10
2024-09-10 02:58:06,670.17,25.98
2024-09-10 02:58:07,710.80,26.07
2024-09-10 02:58:08,693.18,26.90
2024-09-10 02:58:09,688.56,26.90
2024-09-10 02:58:10,687.64,26.90
2024-09-10 02:58:11,685.79,26.90
2024-09-10 02:58:12,685.79,26.90
2024-09-10 02:58:13,679.35,26.90
2024-09-10 02:58:14,683.95,26.90
2024-09-10 02:58:15,674.75,26.90
2024-09-10 02:58:16,679.35,26.90
2024-09-10 02:58:17,673.83,26.90
2024-09-10 02:58:18,671.08,26.90
2024-09-10 02:58:19,669.25,26.90
2024-09-10 02:58:20,677.51,26.90
2024-09-10 02:58:21,673.83,26.90
2024-09-10 02:58:22,676.59,26.90
2024-09-10 02:58:23,673.83,26.90
2024-09-10 02:58:24,675.67,26.90
2024-09-10 02:58:25,666.50,26.90
2024-09-10 02:58:26,672.92,26.90
2024-09-10 02:58:27,672.92,26.90
2024-09-10 02:58:28,668.33,26.90
2024-09-10 02:58:29,666.50,26.90
2024-09-10 02:58:30,670.17,26.90
2024-09-10 02:58:31,668.33,26.90
2024-09-10 02:58:32,662.84,26.90
2024-09-10 02:58:33,662.84,26.90
2024-09-10 02:58:34,669.25,26.90
2024-09-10 02:58:35,369.15,24.07
2024-09-10 02:58:36,124.95,16.74
2024-09-10 02:58:37,-55.11,6.81
2024-09-10 02:58:38,-62.42,6.81
2024-09-10 02:58:39,-65.45,6.81
2024-09-10 02:58:40,-69.07,6.81
2024-09-10 02:58:41,-70.88,6.81
2024-09-10 02:58:42,-73.88,6.81
2024-09-10 02:58:43,-75.68,6.81
2024-09-10 02:58:44,-76.88,6.81
2024-09-10 02:58:45,-78.68,6.81
2024-09-10 02:58:46,-79.87,6.81
