time,3072（YDC-1000型kN）力值曲线,3072（YDC-1000型kN）位移曲线
2024-09-08 15:37:15,133.36,1.04
2024-09-08 15:37:16,153.17,2.22
2024-09-08 15:37:17,167.47,3.32
2024-09-08 15:37:18,189.90,4.42
2024-09-08 15:37:19,214.11,5.57
2024-09-08 15:37:20,234.93,6.65
2024-09-08 15:37:21,250.70,7.67
2024-09-08 15:37:22,278.85,8.79
2024-09-08 15:37:23,297.34,9.80
2024-09-08 15:37:24,308.22,10.85
2024-09-08 15:37:25,345.98,11.84
2024-09-08 15:37:26,362.73,12.87
2024-09-08 15:37:27,384.48,13.85
2024-09-08 15:37:28,407.28,14.82
2024-09-08 15:37:29,427.02,15.78
2024-09-08 15:37:30,455.31,16.74
2024-09-08 15:37:31,478.89,17.68
2024-09-08 15:37:32,497.59,18.62
2024-09-08 15:37:33,521.62,19.56
2024-09-08 15:37:34,538.93,20.43
2024-09-08 15:37:35,566.91,21.35
2024-09-08 15:37:36,580.14,22.26
2024-09-08 15:37:37,613.07,23.12
2024-09-08 15:37:38,617.56,23.97
2024-09-08 15:37:39,624.75,24.39
2024-09-08 15:37:40,626.55,24.39
2024-09-08 15:37:41,617.56,24.39
2024-09-08 15:37:42,619.35,24.39
2024-09-08 15:37:43,621.15,24.39
2024-09-08 15:37:44,617.56,24.39
2024-09-08 15:37:45,613.97,24.39
2024-09-08 15:37:46,617.56,24.39
2024-09-08 15:37:47,617.56,24.39
2024-09-08 15:37:48,618.45,24.39
2024-09-08 15:37:49,617.56,24.39
2024-09-08 15:37:50,609.49,24.39
2024-09-08 15:37:51,608.60,24.39
2024-09-08 15:37:52,612.18,24.39
2024-09-08 15:37:53,613.97,24.39
2024-09-08 15:37:54,613.97,24.39
2024-09-08 15:37:55,606.81,24.39
2024-09-08 15:37:56,609.49,24.39
2024-09-08 15:37:57,607.70,24.39
2024-09-08 15:37:58,605.91,24.39
2024-09-08 15:37:59,608.60,24.39
2024-09-08 15:38:00,606.81,24.39
2024-09-08 15:38:01,602.34,24.39
2024-09-08 15:38:02,604.13,24.39
2024-09-08 15:38:03,606.81,24.39
2024-09-08 15:38:04,602.34,24.39
2024-09-08 15:38:05,605.02,24.39
2024-09-08 15:38:06,606.81,24.39
2024-09-08 15:38:07,602.34,24.39
2024-09-08 15:38:08,605.02,24.39
2024-09-08 15:38:09,602.34,24.39
2024-09-08 15:38:10,602.34,24.39
2024-09-08 15:38:11,602.34,24.39
2024-09-08 15:38:12,601.45,24.39
2024-09-08 15:38:13,600.56,24.39
2024-09-08 15:38:14,602.34,24.39
2024-09-08 15:38:15,602.34,24.39
2024-09-08 15:38:16,600.56,24.39
2024-09-08 15:38:17,601.45,24.39
2024-09-08 15:38:18,599.67,24.39
2024-09-08 15:38:19,598.77,24.39
2024-09-08 15:38:20,598.77,24.39
2024-09-08 15:38:21,449.46,22.22
2024-09-08 15:38:22,287.30,17.53
2024-09-08 15:38:23,171.07,13.13
2024-09-08 15:38:24,57.99,7.78
2024-09-08 15:38:25,-15.38,3.43
2024-09-08 15:38:26,-52.67,0.65
2024-09-08 15:38:27,-55.11,0.65
2024-09-08 15:38:28,-56.94,0.65
2024-09-08 15:38:29,-58.77,0.65
2024-09-08 15:38:30,-61.81,0.65
2024-09-08 15:38:31,-64.23,0.65
2024-09-08 15:38:32,-67.86,0.65
2024-09-08 15:38:33,-75.68,0.65
2024-09-08 15:38:34,-77.48,0.65
2024-09-08 15:38:35,-78.68,0.65
