time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-29 19:37:10,217.57,1.60
2024-08-29 19:37:11,243.36,3.32
2024-08-29 19:37:12,274.60,5.02
2024-08-29 19:37:13,306.47,6.70
2024-08-29 19:37:14,327.81,8.31
2024-08-29 19:37:15,354.68,9.85
2024-08-29 19:37:16,386.55,11.37
2024-08-29 19:37:17,418.22,12.87
2024-08-29 19:37:18,440.94,14.31
2024-08-29 19:37:19,433.86,15.73
2024-08-29 19:37:20,463.14,17.14
2024-08-29 19:37:21,487.20,18.48
2024-08-29 19:37:22,515.64,19.80
2024-08-29 19:37:23,544.47,21.11
2024-08-29 19:37:24,558.62,22.36
2024-08-29 19:37:25,596.52,23.55
2024-08-29 19:37:26,574.54,23.64
2024-08-29 19:37:27,574.54,23.64
2024-08-29 19:37:28,569.50,23.64
2024-08-29 19:37:29,568.66,23.64
2024-08-29 19:37:30,570.34,23.64
2024-08-29 19:37:31,568.66,23.64
2024-08-29 19:37:32,564.47,23.64
2024-08-29 19:37:33,566.15,23.64
2024-08-29 19:37:34,566.15,23.64
2024-08-29 19:37:35,565.31,23.64
2024-08-29 19:37:36,565.31,23.64
2024-08-29 19:37:37,560.29,23.64
2024-08-29 19:37:38,563.64,23.64
2024-08-29 19:37:39,561.96,23.64
2024-08-29 19:37:40,561.96,23.64
2024-08-29 19:37:41,556.12,23.64
2024-08-29 19:37:42,561.96,23.64
2024-08-29 19:37:43,560.29,23.64
2024-08-29 19:37:44,560.29,23.64
2024-08-29 19:37:45,556.12,23.64
2024-08-29 19:37:46,555.28,23.64
2024-08-29 19:37:47,558.62,23.64
2024-08-29 19:37:48,554.45,23.64
2024-08-29 19:37:49,554.45,23.64
2024-08-29 19:37:50,556.95,23.64
2024-08-29 19:37:51,556.12,23.64
2024-08-29 19:37:52,557.79,23.64
2024-08-29 19:37:53,555.28,23.64
2024-08-29 19:37:54,556.12,23.64
2024-08-29 19:37:55,555.28,23.64
2024-08-29 19:37:56,555.28,23.64
2024-08-29 19:37:57,555.28,23.64
2024-08-29 19:37:58,551.95,23.64
2024-08-29 19:37:59,554.45,23.64
2024-08-29 19:38:00,554.45,23.64
2024-08-29 19:38:01,552.79,23.64
2024-08-29 19:38:02,551.95,23.64
2024-08-29 19:38:03,547.79,23.64
2024-08-29 19:38:04,551.95,23.64
2024-08-29 19:38:05,551.12,23.64
2024-08-29 19:38:06,551.95,23.64
2024-08-29 19:38:07,551.12,23.64
2024-08-29 19:38:08,551.12,23.64
2024-08-29 19:38:09,551.12,23.64
2024-08-29 19:38:10,547.79,23.64
2024-08-29 19:38:11,551.12,23.64
2024-08-29 19:38:12,550.29,23.64
2024-08-29 19:38:13,549.46,23.64
2024-08-29 19:38:14,550.29,23.64
2024-08-29 19:38:15,546.96,23.64
2024-08-29 19:38:16,548.63,23.64
2024-08-29 19:38:17,546.96,23.64
2024-08-29 19:38:18,549.46,23.64
2024-08-29 19:38:19,545.30,23.64
2024-08-29 19:38:20,549.46,23.64
2024-08-29 19:38:21,544.47,23.64
2024-08-29 19:38:22,546.13,23.64
2024-08-29 19:38:23,547.79,23.64
2024-08-29 19:38:24,543.64,23.64
2024-08-29 19:38:25,545.30,23.64
2024-08-29 19:38:26,546.13,23.64
2024-08-29 19:38:27,547.79,23.64
2024-08-29 19:38:28,546.96,23.64
2024-08-29 19:38:29,547.79,23.64
2024-08-29 19:38:30,544.47,23.64
2024-08-29 19:38:31,546.96,23.64
2024-08-29 19:38:32,545.30,23.64
2024-08-29 19:38:33,544.47,23.64
2024-08-29 19:38:34,545.30,23.64
2024-08-29 19:38:35,541.99,23.64
2024-08-29 19:38:36,544.47,23.64
2024-08-29 19:38:37,544.47,23.64
2024-08-29 19:38:38,544.47,23.64
2024-08-29 19:38:39,541.16,23.64
2024-08-29 19:38:40,541.99,23.64
2024-08-29 19:38:41,542.82,23.64
2024-08-29 19:38:42,541.99,23.64
2024-08-29 19:38:43,541.99,23.64
2024-08-29 19:38:44,544.47,23.64
2024-08-29 19:38:45,543.64,23.64
2024-08-29 19:38:46,543.64,23.64
2024-08-29 19:38:47,541.99,23.64
2024-08-29 19:38:48,542.82,23.64
2024-08-29 19:38:49,541.99,23.64
2024-08-29 19:38:50,539.50,23.64
2024-08-29 19:38:51,372.06,21.50
2024-08-29 19:38:52,151.40,15.02
2024-08-29 19:38:53,33.12,7.72
2024-08-29 19:38:54,31.92,7.72
2024-08-29 19:38:55,30.13,7.72
2024-08-29 19:38:56,29.53,7.72
2024-08-29 19:38:57,30.13,7.72
2024-08-29 19:38:58,28.93,7.72
2024-08-29 19:38:59,29.53,7.72
2024-08-29 19:39:00,27.74,7.72
2024-08-29 19:39:01,27.14,7.72
2024-08-29 19:39:02,27.14,7.72
