time,3072（YDC-1000型kN）力值曲线,3072（YDC-1000型kN）位移曲线
2024-08-29 06:25:07,170.76,1.55
2024-08-29 06:25:08,206.02,3.21
2024-08-29 06:25:09,248.66,4.86
2024-08-29 06:25:10,285.67,6.49
2024-08-29 06:25:11,297.69,7.67
2024-08-29 06:25:12,352.00,8.95
2024-08-29 06:25:13,389.63,10.48
2024-08-29 06:25:14,430.43,11.99
2024-08-29 06:25:15,473.72,13.44
2024-08-29 06:25:16,514.54,14.92
2024-08-29 06:25:17,557.86,16.33
2024-08-29 06:25:18,599.39,17.73
2024-08-29 06:25:19,642.55,19.07
2024-08-29 06:25:20,616.03,19.36
2024-08-29 06:25:21,658.60,19.95
2024-08-29 06:25:22,633.68,20.00
2024-08-29 06:25:23,632.79,20.00
2024-08-29 06:25:24,630.14,20.00
2024-08-29 06:25:25,632.79,20.00
2024-08-29 06:25:26,629.25,20.00
2024-08-29 06:25:27,626.60,20.00
2024-08-29 06:25:28,627.48,20.00
2024-08-29 06:25:29,623.07,20.00
2024-08-29 06:25:30,623.07,20.00
2024-08-29 06:25:31,623.07,20.00
2024-08-29 06:25:32,624.84,20.00
2024-08-29 06:25:33,620.43,20.00
2024-08-29 06:25:34,616.91,20.00
2024-08-29 06:25:35,623.07,20.00
2024-08-29 06:25:36,620.43,20.00
2024-08-29 06:25:37,623.07,20.00
2024-08-29 06:25:38,618.67,20.00
2024-08-29 06:25:39,619.55,20.00
2024-08-29 06:25:40,621.31,20.00
2024-08-29 06:25:41,621.31,20.00
2024-08-29 06:25:42,618.67,20.00
2024-08-29 06:25:43,616.03,20.00
2024-08-29 06:25:44,619.55,20.00
2024-08-29 06:25:45,619.55,20.00
2024-08-29 06:25:46,616.91,20.00
2024-08-29 06:25:47,619.55,20.00
2024-08-29 06:25:48,618.67,20.00
2024-08-29 06:25:49,619.55,20.00
2024-08-29 06:25:50,617.79,20.00
2024-08-29 06:25:51,616.03,20.00
2024-08-29 06:25:52,617.79,20.00
2024-08-29 06:25:53,616.03,20.00
2024-08-29 06:25:54,617.79,20.00
2024-08-29 06:25:55,617.79,20.00
2024-08-29 06:25:56,616.91,20.00
2024-08-29 06:25:57,616.03,20.00
2024-08-29 06:25:58,611.64,20.00
2024-08-29 06:25:59,616.91,20.00
2024-08-29 06:26:00,616.03,20.00
2024-08-29 06:26:01,616.03,20.00
2024-08-29 06:26:02,616.03,20.00
2024-08-29 06:26:03,610.76,20.00
2024-08-29 06:26:04,616.03,20.00
2024-08-29 06:26:05,616.03,20.00
2024-08-29 06:26:06,612.52,20.00
2024-08-29 06:26:07,614.27,20.00
2024-08-29 06:26:08,610.76,20.00
2024-08-29 06:26:09,614.27,20.00
2024-08-29 06:26:10,612.52,20.00
2024-08-29 06:26:11,612.52,20.00
2024-08-29 06:26:12,613.39,20.00
2024-08-29 06:26:13,609.01,20.00
2024-08-29 06:26:14,610.76,20.00
2024-08-29 06:26:15,614.27,20.00
2024-08-29 06:26:16,615.15,20.00
2024-08-29 06:26:17,614.27,20.00
2024-08-29 06:26:18,613.39,20.00
2024-08-29 06:26:19,613.39,20.00
2024-08-29 06:26:20,612.52,20.00
2024-08-29 06:26:21,614.27,20.00
2024-08-29 06:26:22,614.27,20.00
2024-08-29 06:26:23,612.52,20.00
2024-08-29 06:26:24,609.01,20.00
2024-08-29 06:26:25,612.52,20.00
2024-08-29 06:26:26,611.64,20.00
2024-08-29 06:26:27,611.64,20.00
2024-08-29 06:26:28,608.13,20.00
2024-08-29 06:26:29,613.39,20.00
2024-08-29 06:26:30,609.01,20.00
2024-08-29 06:26:31,609.01,20.00
2024-08-29 06:26:32,608.13,20.00
2024-08-29 06:26:33,607.26,20.00
2024-08-29 06:26:34,612.52,20.00
2024-08-29 06:26:35,612.52,20.00
2024-08-29 06:26:36,609.01,20.00
2024-08-29 06:26:37,612.52,20.00
2024-08-29 06:26:38,612.52,20.00
2024-08-29 06:26:39,612.52,20.00
2024-08-29 06:26:40,612.52,20.00
2024-08-29 06:26:41,612.52,20.00
2024-08-29 06:26:42,608.13,20.00
2024-08-29 06:26:43,609.01,20.00
2024-08-29 06:26:44,611.64,20.00
2024-08-29 06:26:45,609.88,20.00
2024-08-29 06:26:46,611.64,20.00
2024-08-29 06:26:47,611.64,20.00
2024-08-29 06:26:48,611.64,20.00
2024-08-29 06:26:49,606.38,20.00
2024-08-29 06:26:50,607.26,20.00
2024-08-29 06:26:51,608.13,20.00
2024-08-29 06:26:52,611.64,20.00
2024-08-29 06:26:53,609.01,20.00
2024-08-29 06:26:54,611.64,20.00
2024-08-29 06:26:55,608.13,20.00
2024-08-29 06:26:56,609.01,20.00
2024-08-29 06:26:57,607.26,20.00
