time,4043（2500kN）力值曲线,4043（2500kN）位移曲线
2025-04-16 08:19:40,429.55,-0.04
2025-04-16 08:19:41,444.11,0.53
2025-04-16 08:19:42,437.64,1.13
2025-04-16 08:19:43,429.55,1.73
2025-04-16 08:19:44,426.31,2.33
2025-04-16 08:19:45,431.17,2.93
2025-04-16 08:19:46,429.55,3.53
2025-04-16 08:19:47,413.36,4.02
2025-04-16 08:19:48,436.02,4.34
2025-04-16 08:19:49,447.34,4.94
2025-04-16 08:19:50,450.58,5.54
2025-04-16 08:19:51,463.51,6.14
2025-04-16 08:19:52,474.82,6.74
2025-04-16 08:19:53,482.89,7.31
2025-04-16 08:19:54,502.26,7.91
2025-04-16 08:19:55,511.94,8.49
2025-04-16 08:19:56,513.55,9.09
2025-04-16 08:19:57,520.00,9.67
2025-04-16 08:19:58,529.67,10.26
2025-04-16 08:19:59,536.11,10.84
2025-04-16 08:20:00,531.28,11.44
2025-04-16 08:20:01,531.28,11.69
2025-04-16 08:20:02,537.72,12.27
2025-04-16 08:20:03,545.78,12.85
2025-04-16 08:20:04,563.48,13.42
2025-04-16 08:20:05,579.56,14.00
2025-04-16 08:20:06,582.78,14.58
2025-04-16 08:20:07,603.67,15.15
2025-04-16 08:20:08,622.93,15.73
2025-04-16 08:20:09,622.93,16.31
2025-04-16 08:20:10,632.56,16.86
2025-04-16 08:20:11,635.77,17.44
2025-04-16 08:20:12,638.97,18.01
2025-04-16 08:20:13,656.61,18.57
2025-04-16 08:20:14,656.61,19.14
2025-04-16 08:20:15,661.41,19.33
2025-04-16 08:20:16,674.22,19.88
2025-04-16 08:20:17,677.43,20.46
2025-04-16 08:20:18,690.23,21.01
2025-04-16 08:20:19,703.02,21.56
2025-04-16 08:20:20,709.42,22.12
2025-04-16 08:20:21,730.19,22.67
2025-04-16 08:20:22,742.96,23.22
2025-04-16 08:20:23,746.16,23.78
2025-04-16 08:20:24,747.75,24.33
2025-04-16 08:20:25,762.11,24.86
2025-04-16 08:20:26,763.70,25.41
2025-04-16 08:20:27,776.46,25.97
2025-04-16 08:20:28,778.05,26.50
2025-04-16 08:20:29,749.35,26.59
2025-04-16 08:20:30,792.39,27.12
2025-04-16 08:20:31,790.80,27.65
2025-04-16 08:20:32,803.53,28.20
2025-04-16 08:20:33,816.27,28.74
2025-04-16 08:20:34,824.22,29.27
2025-04-16 08:20:35,843.29,29.80
2025-04-16 08:20:36,854.41,30.33
2025-04-16 08:20:37,854.41,30.86
2025-04-16 08:20:38,854.41,31.39
2025-04-16 08:20:39,865.53,31.92
2025-04-16 08:20:40,870.29,32.45
2025-04-16 08:20:41,871.88,32.95
2025-04-16 08:20:42,882.98,33.49
2025-04-16 08:20:43,856.00,33.55
2025-04-16 08:20:44,882.98,34.06
2025-04-16 08:20:45,882.98,34.59
2025-04-16 08:20:46,902.01,35.10
2025-04-16 08:20:47,914.68,35.63
2025-04-16 08:20:48,932.10,36.14
2025-04-16 08:20:49,938.43,36.64
2025-04-16 08:20:50,947.92,37.17
2025-04-16 08:20:51,947.92,37.68
2025-04-16 08:20:52,960.56,38.19
2025-04-16 08:20:53,955.82,38.70
2025-04-16 08:20:54,971.63,39.20
2025-04-16 08:20:55,966.89,39.71
2025-04-16 08:20:56,947.92,40.08
2025-04-16 08:20:57,965.31,40.22
2025-04-16 08:20:58,981.10,40.70
2025-04-16 08:20:59,987.42,41.21
2025-04-16 08:21:00,996.89,41.72
2025-04-16 08:21:01,1007.93,42.20
2025-04-16 08:21:02,1018.97,42.71
2025-04-16 08:21:03,1022.12,43.19
2025-04-16 08:21:04,1037.87,43.68
2025-04-16 08:21:05,1042.60,44.18
2025-04-16 08:21:06,1048.89,44.67
2025-04-16 08:21:07,1050.47,45.15
2025-04-16 08:21:08,1058.34,45.64
2025-04-16 08:21:09,1064.63,46.12
2025-04-16 08:21:10,1069.35,46.61
2025-04-16 08:21:11,1041.02,46.68
2025-04-16 08:21:12,1075.64,47.00
2025-04-16 08:21:13,1078.78,47.46
2025-04-16 08:21:14,1085.07,47.94
2025-04-16 08:21:15,1092.93,48.40
2025-04-16 08:21:16,1110.20,48.89
2025-04-16 08:21:17,1119.62,49.35
2025-04-16 08:21:18,1124.32,49.83
2025-04-16 08:21:19,1125.89,50.30
2025-04-16 08:21:20,1140.00,50.76
2025-04-16 08:21:21,1144.71,51.22
2025-04-16 08:21:22,1150.97,51.68
2025-04-16 08:21:23,1150.97,52.14
2025-04-16 08:21:24,1149.41,52.62
2025-04-16 08:21:25,1136.87,52.81
2025-04-16 08:21:26,1154.11,53.13
2025-04-16 08:21:27,1172.90,53.57
2025-04-16 08:21:28,1171.33,54.03
2025-04-16 08:21:29,1182.28,54.49
2025-04-16 08:21:30,1193.23,54.93
2025-04-16 08:21:31,1202.61,55.39
2025-04-16 08:21:32,1191.67,55.81
2025-04-16 08:21:33,1204.18,55.85
2025-04-16 08:21:34,1186.98,56.08
2025-04-16 08:21:35,1208.86,56.29
2025-04-16 08:21:36,1188.54,56.36
2025-04-16 08:21:37,1193.23,56.61
2025-04-16 08:21:38,1216.67,56.73
2025-04-16 08:21:39,1193.23,56.89
2025-04-16 08:21:40,1204.18,57.14
