time,3074（YDC1200-200型kN）力值曲线,3074（YDC1200-200型kN）位移曲线
2024-09-08 23:43:29,189.03,1.66
2024-09-08 23:43:30,217.28,3.38
2024-09-08 23:43:31,231.96,4.26
2024-09-08 23:43:32,266.04,5.95
2024-09-08 23:43:33,292.81,7.62
2024-09-08 23:43:34,306.00,8.36
2024-09-08 23:43:35,335.67,9.85
2024-09-08 23:43:36,363.58,11.37
2024-09-08 23:43:37,379.62,12.25
2024-09-08 23:43:38,410.56,13.70
2024-09-08 23:43:39,446.77,15.12
2024-09-08 23:43:40,455.53,15.88
2024-09-08 23:43:41,483.67,17.28
2024-09-08 23:43:42,486.10,17.93
2024-09-08 23:43:43,527.85,19.02
2024-09-08 23:43:44,531.16,20.09
2024-09-08 23:43:45,556.99,20.72
2024-09-08 23:43:46,562.86,21.54
2024-09-08 23:43:47,581.43,21.93
2024-09-08 23:43:48,584.82,22.45
2024-09-08 23:43:49,580.58,22.45
2024-09-08 23:43:50,580.58,22.41
2024-09-08 23:43:51,577.20,22.41
2024-09-08 23:43:52,576.35,22.45
2024-09-08 23:43:53,578.89,22.41
2024-09-08 23:43:54,576.35,22.41
2024-09-08 23:43:55,576.35,22.41
2024-09-08 23:43:56,575.50,22.41
2024-09-08 23:43:57,574.66,22.41
2024-09-08 23:43:58,574.66,22.41
2024-09-08 23:43:59,572.97,22.41
2024-09-08 23:44:00,569.60,22.41
2024-09-08 23:44:01,569.60,22.41
2024-09-08 23:44:02,572.13,22.41
2024-09-08 23:44:03,571.28,22.41
2024-09-08 23:44:04,568.75,22.41
2024-09-08 23:44:05,571.28,22.41
2024-09-08 23:44:06,568.75,22.41
2024-09-08 23:44:07,563.70,22.41
2024-09-08 23:44:08,566.23,22.41
2024-09-08 23:44:09,563.70,22.41
2024-09-08 23:44:10,564.54,22.41
2024-09-08 23:44:11,568.75,22.41
2024-09-08 23:44:12,562.86,22.41
2024-09-08 23:44:13,563.70,22.41
2024-09-08 23:44:14,567.91,22.41
2024-09-08 23:44:15,562.02,22.41
2024-09-08 23:44:16,567.07,22.41
2024-09-08 23:44:17,562.86,22.41
2024-09-08 23:44:18,567.07,22.41
2024-09-08 23:44:19,566.23,22.41
2024-09-08 23:44:20,566.23,22.41
2024-09-08 23:44:21,562.86,22.41
2024-09-08 23:44:22,563.70,22.41
2024-09-08 23:44:23,563.70,22.41
2024-09-08 23:44:24,565.38,22.41
2024-09-08 23:44:25,502.37,21.98
2024-09-08 23:44:26,380.39,19.90
2024-09-08 23:44:27,282.63,18.23
2024-09-08 23:44:28,215.89,16.89
2024-09-08 23:44:29,123.71,14.82
2024-09-08 23:44:30,27.32,11.63
2024-09-08 23:44:31,24.92,11.63
2024-09-08 23:44:32,22.52,11.63
2024-09-08 23:44:33,17.74,11.63
2024-09-08 23:44:34,15.36,11.63
2024-09-08 23:44:35,14.76,11.63
2024-09-08 23:44:36,14.17,11.63
2024-09-08 23:44:37,12.98,11.63
2024-09-08 23:44:38,12.39,11.63
2024-09-08 23:44:39,11.20,11.63
