time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-31 15:31:36,263.88,0.99
2024-08-31 15:31:37,299.17,2.05
2024-08-31 15:31:38,314.53,3.05
2024-08-31 15:31:39,316.73,4.09
2024-08-31 15:31:40,338.95,5.08
2024-08-31 15:31:41,375.86,6.05
2024-08-31 15:31:42,388.85,7.03
2024-08-31 15:31:43,390.39,7.83
2024-08-31 15:31:44,417.44,8.74
2024-08-31 15:31:45,449.63,9.64
2024-08-31 15:31:46,453.59,10.53
2024-08-31 15:31:47,453.59,11.37
2024-08-31 15:31:48,492.05,12.25
2024-08-31 15:31:49,500.15,12.98
2024-08-31 15:31:50,498.53,13.80
2024-08-31 15:31:51,541.16,14.67
2024-08-31 15:31:52,559.46,15.28
2024-08-31 15:31:53,558.62,16.03
2024-08-31 15:31:54,584.66,16.59
2024-08-31 15:31:55,600.77,17.33
2024-08-31 15:31:56,600.77,17.78
2024-08-31 15:31:57,623.87,18.28
2024-08-31 15:31:58,632.48,18.52
2024-08-31 15:31:59,632.48,18.82
2024-08-31 15:32:00,629.03,18.82
2024-08-31 15:32:01,629.03,18.82
2024-08-31 15:32:02,625.59,18.82
2024-08-31 15:32:03,628.17,18.82
2024-08-31 15:32:04,625.59,18.82
2024-08-31 15:32:05,625.59,18.82
2024-08-31 15:32:06,624.73,18.82
2024-08-31 15:32:07,621.29,18.82
2024-08-31 15:32:08,622.15,18.82
2024-08-31 15:32:09,623.87,18.82
2024-08-31 15:32:10,623.01,18.82
2024-08-31 15:32:11,622.15,18.82
2024-08-31 15:32:12,622.15,18.82
2024-08-31 15:32:13,623.01,18.82
2024-08-31 15:32:14,622.15,18.82
2024-08-31 15:32:15,620.43,18.82
2024-08-31 15:32:16,621.29,18.82
2024-08-31 15:32:17,620.43,18.82
2024-08-31 15:32:18,622.15,18.82
2024-08-31 15:32:19,621.29,18.82
2024-08-31 15:32:20,620.43,18.82
2024-08-31 15:32:21,614.43,18.82
2024-08-31 15:32:22,256.78,11.11
2024-08-31 15:32:23,30.72,0.37
2024-08-31 15:32:24,27.14,0.37
2024-08-31 15:32:25,25.95,0.37
2024-08-31 15:32:26,22.98,0.37
2024-08-31 15:32:27,23.58,0.37
2024-08-31 15:32:28,22.39,0.37
2024-08-31 15:32:29,22.39,0.37
2024-08-31 15:32:30,22.39,0.37
2024-08-31 15:32:31,22.39,0.37
2024-08-31 15:32:32,21.80,0.37
