time,3074（YDC1200-200型kN）力值曲线,3074（YDC1200-200型kN）位移曲线
2024-09-09 07:31:48,241.11,1.66
2024-09-09 07:31:49,270.35,2.88
2024-09-09 07:31:50,298.66,4.09
2024-09-09 07:31:51,331.94,5.46
2024-09-09 07:31:52,365.10,6.81
2024-09-09 07:31:53,400.44,8.04
2024-09-09 07:31:54,432.52,9.53
2024-09-09 07:31:55,459.53,11.11
2024-09-09 07:31:56,493.40,12.67
2024-09-09 07:31:57,527.02,13.23
2024-09-09 07:31:58,564.54,14.36
2024-09-09 07:31:59,590.77,15.02
2024-09-09 07:32:00,613.01,15.38
2024-09-09 07:32:01,601.01,15.63
2024-09-09 07:32:02,595.03,15.63
2024-09-09 07:32:03,597.59,15.63
2024-09-09 07:32:04,597.59,15.63
2024-09-09 07:32:05,596.74,15.63
2024-09-09 07:32:06,592.47,15.63
2024-09-09 07:32:07,593.33,15.63
2024-09-09 07:32:08,594.18,15.63
2024-09-09 07:32:09,592.47,15.63
2024-09-09 07:32:10,591.62,15.63
2024-09-09 07:32:11,592.47,15.63
2024-09-09 07:32:12,588.22,15.63
2024-09-09 07:32:13,589.92,15.63
2024-09-09 07:32:14,587.37,15.63
2024-09-09 07:32:15,585.67,15.63
2024-09-09 07:32:16,589.92,15.63
2024-09-09 07:32:17,588.22,15.63
2024-09-09 07:32:18,583.97,15.63
2024-09-09 07:32:19,587.37,15.63
2024-09-09 07:32:20,585.67,15.63
2024-09-09 07:32:21,585.67,15.63
2024-09-09 07:32:22,585.67,15.63
2024-09-09 07:32:23,584.82,15.63
2024-09-09 07:32:24,583.12,15.63
2024-09-09 07:32:25,583.12,15.63
2024-09-09 07:32:26,583.12,15.63
2024-09-09 07:32:27,580.58,15.63
2024-09-09 07:32:28,582.28,15.63
2024-09-09 07:32:29,583.12,15.63
2024-09-09 07:32:30,576.35,15.63
2024-09-09 07:32:31,579.73,15.63
2024-09-09 07:32:32,579.73,15.63
2024-09-09 07:32:33,580.58,15.63
2024-09-09 07:32:34,576.35,15.63
2024-09-09 07:32:35,578.04,15.63
2024-09-09 07:32:36,577.20,15.63
2024-09-09 07:32:37,577.20,15.63
2024-09-09 07:32:38,574.66,15.63
2024-09-09 07:32:39,509.74,15.33
2024-09-09 07:32:40,363.58,12.15
2024-09-09 07:32:41,238.29,8.90
2024-09-09 07:32:42,92.21,4.86
2024-09-09 07:32:43,12.39,0.65
2024-09-09 07:32:44,11.20,0.65
2024-09-09 07:32:45,11.20,0.65
2024-09-09 07:32:46,10.02,0.65
2024-09-09 07:32:47,10.61,0.65
2024-09-09 07:32:48,10.61,0.65
2024-09-09 07:32:49,9.43,0.65
2024-09-09 07:32:50,8.84,0.65
2024-09-09 07:32:51,8.84,0.65
2024-09-09 07:32:52,9.43,0.65
