file,target_force,total_points,total_windows,normal_windows,warning_windows,alarm_windows,has_final_hard
integrated_614532288100831232-615240266495954944-615258739682971656-615258739682971672.csv,,,,,,,
integrated_614532288100831232-615240266495954944-615258739682971657-615258739682971673.csv,,,,,,,
integrated_614532288100831232-615240266495954944-615258739682971658-615258739682971676.csv,,,,,,,
integrated_614532288100831232-615240266495954944-615258739682971659-615258739682971677.csv,,,,,,,
integrated_614532288100831232-615240266495954944-615258739682971660-615258739682971674.csv,,,,,,,
integrated_614532288100831232-615240266495954944-615258739682971661-615258739682971675.csv,,,,,,,
integrated_614532288100831232-615240266495954944-615258739682971662-615258739682971678.csv,,,,,,,
integrated_614532288100831232-615240266495954944-615258739682971663-615258739682971679.csv,,,,,,,
integrated_614532288100831232-615700855118761984-615703130742591496-615703130742591512.csv,,,,,,,
integrated_614532288100831232-615700855118761984-615703130742591497-615703130742591513.csv,,,,,,,
integrated_614532288100831232-615700855118761984-615703130742591498-615703130742591516.csv,,,,,,,
integrated_614532288100831232-615700855118761984-615703130742591499-615703130742591517.csv,,,,,,,
integrated_614532288100831232-615700855118761984-615703130742591500-615703130742591514.csv,,,,,,,
integrated_614532288100831232-615700855118761984-615703130742591501-615703130742591515.csv,,,,,,,
integrated_614532288100831232-615700855118761984-615703130742591502-615703130742591518.csv,,,,,,,
integrated_614532288100831232-615700855118761984-615703130742591503-615703130742591519.csv,,,,,,,
integrated_614532288100831232-615700962547470336-615703318630633480-615703318630633496.csv,,,,,,,
integrated_614532288100831232-615700962547470336-615703318630633481-615703318630633497.csv,,,,,,,
integrated_614532288100831232-615700962547470336-615703318630633482-615703318630633500.csv,,,,,,,
integrated_614532288100831232-615700962547470336-615703318630633483-615703318630633501.csv,,,,,,,
integrated_614532288100831232-615700962547470336-615703318630633484-615703318630633498.csv,,,,,,,
integrated_614532288100831232-615700962547470336-615703318630633485-615703318630633499.csv,,,,,,,
integrated_614532288100831232-615700962547470336-615703318630633486-615703318630633502.csv,,,,,,,
integrated_614532288100831232-615700962547470336-615703318630633487-615703318630633503.csv,,,,,,,
integrated_614532288100831232-616351641406410752-616352021599096840-616352021599096856.csv,,,,,,,
integrated_614532288100831232-616351641406410752-616352021599096841-616352021599096857.csv,,,,,,,
integrated_614532288100831232-616351641406410752-616352021599096842-616352021599096860.csv,,,,,,,
integrated_614532288100831232-616351641406410752-616352021599096843-616352021599096861.csv,,,,,,,
integrated_614532288100831232-616351641406410752-616352021599096844-616352021599096858.csv,,,,,,,
integrated_614532288100831232-616351641406410752-616352021599096845-616352021599096859.csv,,,,,,,
